vocab_id,syllabus_order,level_min,level_max,level_raw,additional_levels,hanzi,syllabus_form,sense_number,syllabus_pinyin,pinyin,pinyin_search,pinyin_numeric,syllabus_part_of_speech_zh,part_of_speech_zh,example_zh,example_review_status,curation_status,source_id,source_locator,notes
hsk26-v09460,9460,7,9,7-9,,停滞,停滞,,tíngzhì,tíngzhì,tíngzhì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11188,
hsk26-v09461,9461,7,9,7-9,,亭子,亭子,,tíngzi,tíngzi,tíngzi,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11189,
hsk26-v09462,9462,7,9,7-9,,挺拔,挺拔,,tǐngbá,tǐngbá,tǐngbá,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11190,
hsk26-v09463,9463,7,9,7-9,,通报,通报,,tōngbào,tōngbào,tōngbào,,动、名,动、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11191,
hsk26-v09464,9464,7,9,7-9,,通畅,通畅,,tōngchàng,tōngchàng,tōngchàng,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11192,
hsk26-v09465,9465,7,9,7-9,,通车,通车,,tōngchē,tōngchē,tōngchē,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11193,
hsk26-v09466,9466,7,9,7-9,,通告,通告,,tōnggào,tōnggào,tōnggào,,动、名,动、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11194,
hsk26-v09467,9467,7,9,7-9,,通红,通红,,tōnghóng,tōnghóng,tōnghóng,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11195,
hsk26-v09468,9468,7,9,7-9,,通货膨胀,通货膨胀,,tōnghuò péngzhàng,tōnghuò péngzhàng,tōnghuòpéngzhàng,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11196,
hsk26-v09469,9469,7,9,7-9,,通缉,通缉,,tōngjī,tōngjī,tōngjī,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11197,
hsk26-v09470,9470,7,9,7-9,,通顺,通顺,,tōngshùn,tōngshùn,tōngshùn,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11198,
hsk26-v09471,9471,7,9,7-9,,通俗,通俗,,tōngsú,tōngsú,tōngsú,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11199,
hsk26-v09472,9472,7,9,7-9,,通通,通通,,tōngtōng,tōngtōng,tōngtōng,,副,副,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11200,
hsk26-v09473,9473,7,9,7-9,,通宵,通宵,,tōngxiāo,tōngxiāo,tōngxiāo,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11201,
hsk26-v09474,9474,7,9,7-9,,同胞,同胞,,tóngbāo,tóngbāo,tóngbāo,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11202,
hsk26-v09475,9475,7,9,7-9,,同比,同比,,tóngbǐ,tóngbǐ,tóngbǐ,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11203,
hsk26-v09476,9476,7,9,7-9,,同步,同步,,tóngbù,tóngbù,tóngbù,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11204,
hsk26-v09477,9477,7,9,7-9,,同等,同等,,tóngděng,tóngděng,tóngděng,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11205,
hsk26-v09478,9478,7,9,7-9,,同感,同感,,tónggǎn,tónggǎn,tónggǎn,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11206,
hsk26-v09479,9479,7,9,7-9,,同伙,同伙,,tónghuǒ,tónghuǒ,tónghuǒ,,动、名,动、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11207,
hsk26-v09480,9480,7,9,7-9,,同盟,同盟,,tóngméng,tóngméng,tóngméng,,动、名,动、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11208,
hsk26-v09481,9481,7,9,7-9,,同期,同期,,tóngqī,tóngqī,tóngqī,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11209,
hsk26-v09482,9482,7,9,7-9,,同仁,同仁,,tóngrén,tóngrén,tóngrén,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11210,
hsk26-v09483,9483,7,9,7-9,,同志,同志,,tóngzhì,tóngzhì,tóngzhì,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11211,
hsk26-v09484,9484,7,9,7-9,,同舟共济,同舟共济,,tóngzhōu-gòngjì,tóngzhōu-gòngjì,tóngzhōugòngjì,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11212,
hsk26-v09485,9485,7,9,7-9,,捅,捅,,tǒng,tǒng,tǒng,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11213,
hsk26-v09486,9486,7,9,7-9,,筒,筒,,tǒng,tǒng,tǒng,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11214,
hsk26-v09487,9487,7,9,7-9,,统筹,统筹,,tǒngchóu,tǒngchóu,tǒngchóu,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11215,
hsk26-v09488,9488,7,9,7-9,,统统,统统,,tǒngtǒng,tǒngtǒng,tǒngtǒng,,副,副,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11216,
hsk26-v09489,9489,7,9,7-9,,统治,统治,,tǒngzhì,tǒngzhì,tǒngzhì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11217,
hsk26-v09490,9490,7,9,7-9,,痛心,痛心,,tòngxīn,tòngxīn,tòngxīn,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11218,
hsk26-v09491,9491,7,9,7-9,,偷窥,偷窥,,tōukuī,tōukuī,tōukuī,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11219,
hsk26-v09492,9492,7,9,7-9,,偷懒,偷懒,,tōulǎn,tōulǎn,tōulǎn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11220,
hsk26-v09493,9493,7,9,7-9,,投奔,投奔,,tóubèn,tóubèn,tóubèn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11221,
hsk26-v09494,9494,7,9,7-9,,投放,投放,,tóufàng,tóufàng,tóufàng,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11222,
hsk26-v09495,9495,7,9,7-9,,投稿,投稿,,tóugǎo,tóugǎo,tóugǎo,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11223,
hsk26-v09496,9496,7,9,7-9,,头号,头号,,tóuhào,tóuhào,tóuhào,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11224,
hsk26-v09497,9497,7,9,7-9,,投机,投机,,tóujī,tóujī,tóujī,,形、动,形、动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11225,
hsk26-v09498,9498,7,9,7-9,,投射,投射,,tóushè,tóushè,tóushè,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11226,
hsk26-v09499,9499,7,9,7-9,,投身,投身,,tóushēn,tóushēn,tóushēn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11227,
hsk26-v09500,9500,7,9,7-9,,头条,头条,,tóutiáo,tóutiáo,tóutiáo,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11228,
hsk26-v09501,9501,7,9,7-9,,头头是道,头头是道,,tóutóu-shìdào,tóutóu-shìdào,tóutóushìdào,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11229,
hsk26-v09502,9502,7,9,7-9,,头衔,头衔,,tóuxián,tóuxián,tóuxián,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11230,
hsk26-v09503,9503,7,9,7-9,,投降,投降,,tóuxiáng,tóuxiáng,tóuxiáng,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11231,
hsk26-v09504,9504,7,9,7-9,,投掷,投掷,,tóuzhì,tóuzhì,tóuzhì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11232,
hsk26-v09505,9505,7,9,7-9,,透彻,透彻,,tòuchè,tòuchè,tòuchè,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11233,
hsk26-v09506,9506,7,9,7-9,,透气,透气,,tòuqì,tòuqì,tòuqì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11234,
hsk26-v09507,9507,7,9,7-9,,透支,透支,,tòuzhī,tòuzhī,tòuzhī,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11235,
hsk26-v09508,9508,7,9,7-9,,凸,凸,,tū,tū,tū,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11236,
hsk26-v09509,9509,7,9,7-9,,秃,秃,,tū,tū,tū,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11237,
hsk26-v09510,9510,7,9,7-9,,突击,突击,,tūjī,tūjī,tūjī,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11238,
hsk26-v09511,9511,7,9,7-9,,突破口,突破口,,tūpòkǒu,tūpòkǒu,tūpòkǒu,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11239,
hsk26-v09512,9512,7,9,7-9,,突如其来,突如其来,,tūrú-qílái,tūrú-qílái,tūrúqílái,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11240,
hsk26-v09513,9513,7,9,7-9,,突兀,突兀,,tūwù,tūwù,tūwù,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11241,
hsk26-v09514,9514,7,9,7-9,,凸显,凸显,,tūxiǎn,tūxiǎn,tūxiǎn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11242,
hsk26-v09515,9515,7,9,7-9,,涂,涂,,tú,tú,tú,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11243,
hsk26-v09516,9516,7,9,7-9,,徒步,徒步,,túbù,túbù,túbù,,副,副,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11244,
hsk26-v09517,9517,7,9,7-9,,徒劳,徒劳,,túláo,túláo,túláo,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11245,
hsk26-v09518,9518,7,9,7-9,,屠杀,屠杀,,túshā,túshā,túshā,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11246,
hsk26-v09519,9519,7,9,7-9,,图形,图形,,túxíng,túxíng,túxíng,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11247,
hsk26-v09520,9520,7,9,7-9,,图纸,图纸,,túzhǐ,túzhǐ,túzhǐ,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11248,
hsk26-v09521,9521,7,9,7-9,,吐槽,吐槽,,tǔcáo,tǔcáo,tǔcáo,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11249,
hsk26-v09522,9522,7,9,7-9,,土生土长,土生土长,,tǔshēng-tǔzhǎng,tǔshēng-tǔzhǎng,tǔshēngtǔzhǎng,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11250,
hsk26-v09523,9523,7,9,7-9,,团伙,团伙,,tuánhuǒ,tuánhuǒ,tuánhuǒ,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11251,
hsk26-v09524,9524,7,9,7-9,,团聚,团聚,,tuánjù,tuánjù,tuánjù,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11252,
hsk26-v09525,9525,7,9,7-9,,团员,团员,,tuányuán,tuányuán,tuányuán,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11253,
hsk26-v09526,9526,7,9,7-9,,推崇,推崇,,tuīchóng,tuīchóng,tuīchóng,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11254,
hsk26-v09527,9527,7,9,7-9,,推辞,推辞,,tuīcí,tuīcí,tuīcí,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11255,
hsk26-v09528,9528,7,9,7-9,,推断,推断,,tuīduàn,tuīduàn,tuīduàn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11256,
hsk26-v09529,9529,7,9,7-9,,推翻,推翻,,tuīfān,tuīfān,tuīfān,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11257,
hsk26-v09530,9530,7,9,7-9,,推理,推理,,tuīlǐ,tuīlǐ,tuīlǐ,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11258,
hsk26-v09531,9531,7,9,7-9,,推论,推论,,tuīlùn,tuīlùn,tuīlùn,,动、名,动、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11259,
hsk26-v09532,9532,7,9,7-9,,推敲,推敲,,tuīqiāo,tuīqiāo,tuīqiāo,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11260,
hsk26-v09533,9533,7,9,7-9,,推算,推算,,tuīsuàn,tuīsuàn,tuīsuàn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11261,
hsk26-v09534,9534,7,9,7-9,,推卸,推卸,,tuīxiè,tuīxiè,tuīxiè,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11262,
hsk26-v09535,9535,7,9,7-9,,推选,推选,,tuīxuǎn,tuīxuǎn,tuīxuǎn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11263,
hsk26-v09536,9536,7,9,7-9,,推移,推移,,tuīyí,tuīyí,tuīyí,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11264,
hsk26-v09537,9537,7,9,7-9,,颓废,颓废,,tuífèi,tuífèi,tuífèi,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11265,
hsk26-v09538,9538,7,9,7-9,,退步,退步,,tuìbù,tuìbù,tuìbù,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11266,
hsk26-v09539,9539,7,9,7-9,,退化,退化,,tuìhuà,tuìhuà,tuìhuà,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11267,
hsk26-v09540,9540,7,9,7-9,,退回,退回,,tuìhuí,tuìhuí,tuìhuí,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11268,
hsk26-v09541,9541,7,9,7-9,,退却,退却,,tuìquè,tuìquè,tuìquè,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11269,
hsk26-v09542,9542,7,9,7-9,,退让,退让,,tuìràng,tuìràng,tuìràng,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11270,
hsk26-v09543,9543,7,9,7-9,,退缩,退缩,,tuìsuō,tuìsuō,tuìsuō,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11271,
hsk26-v09544,9544,7,9,7-9,,退役,退役,,tuìyì,tuìyì,tuìyì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11272,
hsk26-v09545,9545,7,9,7-9,,吞吞吐吐,吞吞吐吐,,tūntūntǔtǔ,tūntūntǔtǔ,tūntūntǔtǔ,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11273,
hsk26-v09546,9546,7,9,7-9,,臀,臀,,tún,tún,tún,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11274,
hsk26-v09547,9547,7,9,7-9,,托,托,,tuō,tuō,tuō,,动、名,动、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11275,
hsk26-v09548,9548,7,9,7-9,,托付,托付,,tuōfù,tuōfù,tuōfù,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11276,
hsk26-v09549,9549,7,9,7-9,,脱节,脱节,,tuōjié,tuōjié,tuōjié,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11277,
hsk26-v09550,9550,7,9,7-9,,脱口而出,脱口而出,,tuōkǒu’érchū,tuōkǒu’érchū,tuōkǒuérchū,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11278,
hsk26-v09551,9551,7,9,7-9,,拖累,拖累,,tuōlěi,tuōlěi,tuōlěi,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11279,
hsk26-v09552,9552,7,9,7-9,,脱离,脱离,,tuōlí,tuōlí,tuōlí,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11280,
hsk26-v09553,9553,7,9,7-9,,脱落,脱落,,tuōluò,tuōluò,tuōluò,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11281,
hsk26-v09554,9554,7,9,7-9,,拖欠,拖欠,,tuōqiàn,tuōqiàn,tuōqiàn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11282,
hsk26-v09555,9555,7,9,7-9,,脱身,脱身,,tuōshēn,tuōshēn,tuōshēn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11283,
hsk26-v09556,9556,7,9,7-9,,脱颖而出,脱颖而出,,tuōyǐng’érchū,tuōyǐng’érchū,tuōyǐngérchū,,,,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11284,
hsk26-v09557,9557,7,9,7-9,,驮,驮,,tuó,tuó,tuó,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11285,
hsk26-v09558,9558,7,9,7-9,,妥,妥,,tuǒ,tuǒ,tuǒ,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11286,
hsk26-v09559,9559,7,9,7-9,,妥当,妥当,,tuǒdàng,tuǒdàng,tuǒdàng,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11287,
hsk26-v09560,9560,7,9,7-9,,妥善,妥善,,tuǒshàn,tuǒshàn,tuǒshàn,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11288,
hsk26-v09561,9561,7,9,7-9,,妥协,妥协,,tuǒxié,tuǒxié,tuǒxié,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11289,
hsk26-v09562,9562,7,9,7-9,,椭圆,椭圆,,tuǒyuán,tuǒyuán,tuǒyuán,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11290,
hsk26-v09563,9563,7,9,7-9,,拓宽,拓宽,,tuòkuān,tuòkuān,tuòkuān,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11291,
hsk26-v09564,9564,7,9,7-9,,唾弃,唾弃,,tuòqì,tuòqì,tuòqì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11292,
hsk26-v09565,9565,7,9,7-9,,唾液,唾液,,tuòyè,tuòyè,tuòyè,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11293,
hsk26-v09566,9566,7,9,7-9,,拓展,拓展,,tuòzhǎn,tuòzhǎn,tuòzhǎn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11294,
hsk26-v09567,9567,7,9,7-9,,挖掘,挖掘,,wājué,wājué,wājué,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11295,
hsk26-v09568,9568,7,9,7-9,,挖苦,挖苦,,wāku,wāku,wāku,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11296,
hsk26-v09569,9569,7,9,7-9,,瓦,瓦,,wǎ,wǎ,wǎ,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11297,
hsk26-v09570,9570,7,9,7-9,,瓦解,瓦解,,wǎjiě,wǎjiě,wǎjiě,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11298,
hsk26-v09571,9571,7,9,7-9,,歪曲,歪曲,,wāiqū,wāiqū,wāiqū,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11299,
hsk26-v09572,9572,7,9,7-9,,外币,外币,,wàibì,wàibì,wàibì,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11300,
hsk26-v09573,9573,7,9,7-9,,外行,外行,,wàiháng,wàiháng,wàiháng,,形、名,形、名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11301,
hsk26-v09574,9574,7,9,7-9,,外号,外号,,wàihào,wàihào,wàihào,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11302,
hsk26-v09575,9575,7,9,7-9,,外汇,外汇,,wàihuì,wàihuì,wàihuì,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11303,
hsk26-v09576,9576,7,9,7-9,,外籍,外籍,,wàijí,wàijí,wàijí,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11304,
hsk26-v09577,9577,7,9,7-9,,外贸,外贸,,wàimào,wàimào,wàimào,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11305,
hsk26-v09578,9578,7,9,7-9,,外貌,外貌,,wàimào,wàimào,wàimào,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11306,
hsk26-v09579,9579,7,9,7-9,,外向,外向,,wàixiàng,wàixiàng,wàixiàng,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11307,
hsk26-v09580,9580,7,9,7-9,,外星人,外星人,,wàixīngrén,wàixīngrén,wàixīngrén,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11308,
hsk26-v09581,9581,7,9,7-9,,外援,外援,,wàiyuán,wàiyuán,wàiyuán,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11309,
hsk26-v09582,9582,7,9,7-9,,外在,外在,,wàizài,wàizài,wàizài,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11310,
hsk26-v09583,9583,7,9,7-9,,外资,外资,,wàizī,wàizī,wàizī,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11311,
hsk26-v09584,9584,7,9,7-9,,丸,丸,,wán,wán,wán,,名、量,名、量,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11312,
hsk26-v09585,9585,7,9,7-9,,完备,完备,,wánbèi,wánbèi,wánbèi,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11313,
hsk26-v09586,9586,7,9,7-9,,完毕,完毕,,wánbì,wánbì,wánbì,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11314,
hsk26-v09587,9587,7,9,7-9,,顽固,顽固,,wángù,wángù,wángù,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11315,
hsk26-v09588,9588,7,9,7-9,,完好,完好,,wánhǎo,wánhǎo,wánhǎo,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11316,
hsk26-v09589,9589,7,9,7-9,,玩弄,玩弄,,wánnòng,wánnòng,wánnòng,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11317,
hsk26-v09590,9590,7,9,7-9,,顽皮,顽皮,,wánpí,wánpí,wánpí,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11318,
hsk26-v09591,9591,7,9,7-9,,玩耍,玩耍,,wánshuǎ,wánshuǎ,wánshuǎ,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11319,
hsk26-v09592,9592,7,9,7-9,,玩意儿,玩意儿,,wányìr,wányìr,wányìr,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11320,
hsk26-v09593,9593,7,9,7-9,,丸子,丸子,,wánzi,wánzi,wánzi,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11321,
hsk26-v09594,9594,7,9,7-9,,挽,挽,,wǎn,wǎn,wǎn,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11322,
hsk26-v09595,9595,7,9,7-9,,挽回,挽回,,wǎnhuí,wǎnhuí,wǎnhuí,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11323,
hsk26-v09596,9596,7,9,7-9,,挽救,挽救,,wǎnjiù,wǎnjiù,wǎnjiù,,动,动,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11324,
hsk26-v09597,9597,7,9,7-9,,晚年,晚年,,wǎnnián,wǎnnián,wǎnnián,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11325,
hsk26-v09598,9598,7,9,7-9,,晚期,晚期,,wǎnqī,wǎnqī,wǎnqī,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11326,
hsk26-v09599,9599,7,9,7-9,,惋惜,惋惜,,wǎnxī,wǎnxī,wǎnxī,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11327,
hsk26-v09600,9600,7,9,7-9,,晚霞,晚霞,,wǎnxiá,wǎnxiá,wǎnxiá,,名,名,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11328,
hsk26-v09601,9601,7,9,7-9,,万分,万分,,wànfēn,wànfēn,wànfēn,,副,副,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11329,
hsk26-v09602,9602,7,9,7-9,,万能,万能,,wànnéng,wànnéng,wànnéng,,形,形,,,syllabus_only,hsk26-zh,reference/HSK_SYLLABUS_ZH.md:11330,
